Landsat Scene Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,Date Acquired,Start Time,Stop Time,Image Quality VCID 1,Image Quality VCID 2,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Full Aperture Calibration,Gain Band 1,Gain Band 2,Gain Band 3,Gain Band 4,Gain Band 5,Gain Band 6 VCID 1,Gain Band 6 VCID 2,Gain Band 7,Gain Band 8,Browse Exists,Data Category,Gap Phase Source,Gap Phase Statistic,Gain Change Band 1,Gain Change Band 2,Gain Change Band 3,Gain Change Band 4,Gain Change Band 5,Gain Change Band 6 VCID 1,Gain Change Band 6 VCID 2,Gain Change Band 7,Gain Change Band 8,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Date Acquired Gap Fill,Gap Fill,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Map Projection L1,Datum,Ellipsoid,UTM Zone,Vertical Longitude from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scan Gap Interpolation,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LE71760362012365ASN00,BUMPER,ASN,DAY, 176, 036,2012/12/30,2012:365:08:18:36.3880000,2012:365:08:19:03.1420625, 9, 9,  16.06,  16.96,  13.70,  25.82,   7.78,28.3205719,156.05987549,34°36'21.31"N,33°06'03.78"E,35°33'19.19"N,32°17'28.32"E,35°15'15.26"N,34°21'52.24"E,33°56'52.94"N,31°51'27.79"E,33°39'09.72"N,33°53'30.77"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,.770102,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57212   (35°34'19.63"N),  31.75958  (31°45'34.49"E), 35.56993   (35°34'11.75"N),  34.43791  (34°26'16.48"E), 33.64361   (33°38'37.00"N),  31.78794   (31°47'16.58"E), 33.64157   (33°38'29.65"N),  34.40504   (34°24'18.14"E),14261,16181,7131,8091,7131,8091,,,212,3.863,2.52,2.928,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60592,33.10105,35.55533,32.2912,35.25424,34.36451,33.94804,31.85772,33.6527,33.89188,LE71760362012365ASN00,LE71760362012365ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362012365ASN00
LE71760362012349ASN00,BUMPER,ASN,DAY, 176, 036,2012/12/14,2012:349:08:18:31.2201249,2012:349:08:18:57.9741874, 9, 9,  26.08,  36.20,  12.84,  24.03,  31.25,28.84066391,158.01045227,34°36'20.99"N,33°06'40.43"E,35°33'12.60"N,32°18'02.95"E,35°15'08.06"N,34°22'29.17"E,33°56'46.50"N,31°52'00.62"E,33°39'02.59"N,33°54'05.98"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-.49579,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56952   (35°34'10.27"N),  31.76955  (31°46'10.38"E), 35.56710   (35°34'01.56"N),  34.44779  (34°26'52.04"E), 33.64100   (33°38'27.60"N),  31.79768   (31°47'51.65"E), 33.63875   (33°38'19.50"N),  34.41470   (34°24'52.92"E),14261,16181,7131,8091,7131,8091,,,131,4.251,2.821,3.18,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60583,33.11123,35.5535,32.30082,35.25224,34.37477,33.94625,31.86684,33.65072,33.90166,LE71760362012349ASN00,LE71760362012349ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362012349ASN00
LE71760362012333ASN00,BUMPER,ASN,DAY, 176, 036,2012/11/28,2012:333:08:18:25.7875624,2012:333:08:18:52.5416250, 9, 9,  51.66,  67.47,  36.85,  52.77,  49.56,31.08386612,158.99481201,34°36'19.84"N,33°07'06.78"E,35°33'14.26"N,32°18'27.65"E,35°15'09.43"N,34°22'52.14"E,33°56'49.56"N,31°52'29.60"E,33°39'05.65"N,33°54'33.44"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,7.943013,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57229   (35°34'20.24"N),  31.77613  (31°46'34.07"E), 35.56973   (35°34'11.03"N),  34.45446  (34°27'16.06"E), 33.64377   (33°38'37.57"N),  31.80411   (31°48'14.80"E), 33.64138   (33°38'28.97"N),  34.42121   (34°25'16.36"E),14261,16181,7131,8091,7131,8091,,,44,4.161,2.982,2.902,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60551,33.11855,35.55396,32.30768,35.25262,34.38115,33.9471,31.87489,33.65157,33.90929,LE71760362012333ASN00,LE71760362012333ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362012333ASN00
LE71760362012317ASN00,BUMPER,ASN,DAY, 176, 036,2012/11/12,2012:317:08:18:21.4067499,2012:317:08:18:48.1608124, 9, 9,  11.85,  19.32,  19.05,   1.62,   7.42,34.74077606,158.66551208,34°36'19.55"N,33°07'02.64"E,35°33'11.02"N,32°18'24.34"E,35°15'06.19"N,34°22'46.27"E,33°56'46.28"N,31°52'23.88"E,33°39'02.34"N,33°54'25.24"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-12.008489,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56948   (35°34'10.13"N),  31.76624  (31°45'58.46"E), 35.56714   (35°34'01.70"N),  34.44448  (34°26'40.13"E), 33.64908   (33°38'56.69"N),  31.79433   (31°47'39.59"E), 33.64690   (33°38'48.84"N),  34.41160   (34°24'41.76"E),14201,16181,7101,8091,7101,8091,,,107,3.538,1.969,2.939,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60543,33.1174,35.55306,32.30676,35.25172,34.37952,33.94619,31.8733,33.65065,33.90701,LE71760362012317ASN00,LE71760362012317ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362012317ASN00
LE71760362012301ASN00,BUMPER,ASN,DAY, 176, 036,2012/10/27,2012:301:08:18:16.7026875,2012:301:08:18:43.4567500, 9, 9,  12.54,  19.20,  17.97,   3.84,   9.14,39.37450027,156.76148987,34°36'18.65"N,33°06'46.91"E,35°33'13.97"N,32°18'11.88"E,35°15'09.86"N,34°22'30.22"E,33°56'48.01"N,31°52'12.04"E,33°39'04.21"N,33°54'09.68"E,N,L,L,L,H,L,L,H,L,L,Y,NOMINAL,DE,5.107614,LL,LL,LL,HH,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57226   (35°34'20.14"N),  31.77282  (31°46'22.15"E), 35.56981   (35°34'11.32"N),  34.44784  (34°26'52.22"E), 33.64374   (33°38'37.46"N),  31.80087   (31°48'03.13"E), 33.64146   (33°38'29.26"N),  34.41474   (34°24'53.06"E),14261,16161,7131,8081,7131,8081,,,100,4.029,2.462,3.189,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60518,33.11303,35.55388,32.3033,35.25274,34.37506,33.94667,31.87001,33.65117,33.90269,LE71760362012301ASN00,LE71760362012301ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362012301ASN00
LE71760362012285ASN00,BUMPER,ASN,DAY, 176, 036,2012/10/11,2012:285:08:18:06.7853125,2012:285:08:18:33.5393749, 9, 9,  14.39,  33.51,  16.76,   5.95,   1.33,44.49373627,153.13551331,34°36'18.00"N,33°07'35.51"E,35°33'11.02"N,32°19'01.52"E,35°15'06.66"N,34°23'19.61"E,33°56'45.35"N,31°52'58.66"E,33°39'01.58"N,33°54'56.05"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,8.676496,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56969   (35°34'10.88"N),  31.78610  (31°47'09.96"E), 35.56694   (35°34'00.98"N),  34.46103  (34°27'39.71"E), 33.64116   (33°38'28.18"N),  31.81385   (31°48'49.86"E), 33.63860   (33°38'18.96"N),  34.42763   (34°25'39.47"E),14261,16161,7131,8081,7131,8081,,,77,4.118,3.07,2.744,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.605,33.12653,35.55306,32.31709,35.25185,34.38878,33.94593,31.88296,33.65044,33.91557,LE71760362012285ASN00,LE71760362012285ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362012285ASN00
LE71760362012269ASN00,BUMPER,ASN,DAY, 176, 036,2012/09/25,2012:269:08:17:59.4780625,2012:269:08:18:26.2321250, 9, 9,   0.23,   0.07,   0.32,   0.00,   0.52,49.62185669,147.78422546,34°36'16.13"N,33°07'32.70"E,35°33'18.76"N,32°18'58.07"E,35°15'13.61"N,34°23'17.84"E,33°56'52.76"N,31°52'59.45"E,33°39'08.39"N,33°54'58.43"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,13.971914,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57239   (35°34'20.60"N),  31.78606  (31°47'09.82"E), 35.56965   (35°34'10.74"N),  34.46108  (34°27'39.89"E), 33.64386   (33°38'37.90"N),  31.81381   (31°48'49.72"E), 33.64131   (33°38'28.72"N),  34.42768   (34°25'39.65"E),14261,16161,7131,8081,7131,8081,,,117,4.174,2.716,3.169,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60448,33.12575,35.55521,32.31613,35.25378,34.38829,33.94799,31.88318,33.65233,33.91623,LE71760362012269ASN00,LE71760362012269ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362012269ASN00
LE71760362012253ASN00,BUMPER,ASN,DAY, 176, 036,2012/09/09,2012:253:08:17:50.3063750,2012:253:08:18:17.0604374, 9, 9,   1.23,   0.70,   2.07,   1.10,   1.06,54.35279846,140.91139221,34°36'15.23"N,33°07'38.46"E,35°33'13.79"N,32°19'05.59"E,35°15'08.28"N,34°23'28.46"E,33°56'48.70"N,31°53'02.04"E,33°39'04.03"N,33°55'04.04"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,10.06152,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57239   (35°34'20.60"N),  31.78606  (31°47'09.82"E), 35.56961   (35°34'10.60"N),  34.46439  (34°27'51.80"E), 33.64386   (33°38'37.90"N),  31.81381   (31°48'49.72"E), 33.64127   (33°38'28.57"N),  34.43091   (34°25'51.28"E),14261,16181,7131,8091,7131,8091,,,86,4.193,2.775,3.144,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60423,33.12735,35.55383,32.31822,35.2523,34.39124,33.94686,31.8839,33.65112,33.91779,LE71760362012253ASN00,LE71760362012253ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362012253ASN00
LE71760362012237ASN00,BUMPER,ASN,DAY, 176, 036,2012/08/24,2012:237:08:17:39.7171875,2012:237:08:18:06.4712500, 9, 9,   0.00,   0.00,   0.00,   0.00,   0.00,58.41006851,133.04489136,34°36'15.91"N,33°08'00.64"E,35°33'14.94"N,32°19'24.20"E,35°15'08.42"N,34°23'49.24"E,33°56'49.24"N,31°53'22.09"E,33°39'03.67"N,33°55'26.33"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-3.69856,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56965   (35°34'10.74"N),  31.78279  (31°46'58.04"E), 35.56694   (35°34'00.98"N),  34.46103  (34°27'39.71"E), 33.64653   (33°38'47.51"N),  31.81054   (31°48'37.94"E), 33.64401   (33°38'38.44"N),  34.42772   (34°25'39.79"E),14221,16181,7111,8091,7111,8091,,,99,4.694,3.065,3.555,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60442,33.13351,35.55415,32.32339,35.25234,34.39701,33.94701,31.88947,33.65102,33.92398,LE71760362012237ASN00,LE71760362012237ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362012237ASN00
LE71760362012141ASN00,BUMPER,ASN,DAY, 176, 036,2012/05/20,2012:141:08:17:07.3696249,2012:141:08:17:34.1236250, 9, 9,  34.73,  25.29,  40.19,  18.23,  55.21,65.85791779,121.25160217,34°36'12.64"N,32°57'53.42"E,35°33'04.50"N,32°09'20.95"E,35°14'57.73"N,34°13'40.62"E,33°56'39.95"N,31°43'15.35"E,33°38'54.49"N,33°45'14.40"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-2.825191,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56783   (35°34'04.19"N),  31.61399  (31°36'50.36"E), 35.56887   (35°34'07.93"N),  34.29224  (34°17'32.06"E), 33.64484   (33°38'41.42"N),  31.64558   (31°38'44.09"E), 33.64581   (33°38'44.92"N),  34.26278   (34°15'46.01"E),14221,16181,7111,8091,7111,8091,,,35,3.88,2.309,3.118,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60351,32.96484,35.55125,32.15582,35.24937,34.22795,33.94443,31.72093,33.64847,33.754,LE71760362012141ASN00,LE71760362012141ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362012141ASN00
LE71760362012125ASN00,BUMPER,ASN,DAY, 176, 036,2012/05/04,2012:125:08:16:58.3789999,2012:125:08:17:25.1330624, 9, 9,  36.86,  42.04,  58.32,  17.44,  29.62,63.01957321,127.70454407,34°36'25.70"N,32°58'10.74"E,35°33'18.25"N,32°09'29.99"E,35°15'15.55"N,34°13'56.50"E,33°56'53.23"N,31°43'33.13"E,33°39'11.63"N,33°45'38.77"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-2.900867,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57069   (35°34'14.48"N),  31.62718  (31°37'37.85"E), 35.57143   (35°34'17.15"N),  34.30552  (34°18'19.87"E), 33.64227   (33°38'32.17"N),  31.65856   (31°39'30.82"E), 33.64297   (33°38'34.69"N),  34.27567   (34°16'32.41"E),14261,16181,7131,8091,7131,8091,,,43,6.772,4.387,5.159,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60714,32.96965,35.55507,32.15833,35.25432,34.23236,33.94812,31.72587,33.65323,33.76077,LE71760362012125ASN00,LE71760362012125ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362012125ASN00
LE71760362012093ASN00,BUMPER,ASN,DAY, 176, 036,2012/04/02,2012:093:08:16:32.6548124,2012:093:08:16:59.4088749, 9, 9,   0.39,   0.82,   0.62,   0.13,   0.00,53.32979202,138.13945007,34°36'26.17"N,33°05'50.03"E,35°33'24.26"N,32°17'13.16"E,35°15'21.85"N,34°21'36.50"E,33°56'57.55"N,31°51'14.04"E,33°39'15.80"N,33°53'16.69"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-10.737005,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57202   (35°34'19.27"N),  31.74965  (31°44'58.74"E), 35.57008   (35°34'12.29"N),  34.42467  (34°25'28.81"E), 33.65163   (33°39'05.87"N),  31.77812   (31°46'41.23"E), 33.64983   (33°38'59.39"N),  34.39224   (34°23'32.06"E),14201,16161,7101,8081,7101,8081,,,170,4.038,2.799,2.911,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60727,33.09723,35.55674,32.28699,35.25607,34.36014,33.94932,31.8539,33.65439,33.88797,LE71760362012093ASN00,LE71760362012093ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362012093ASN00
LE71760362012077ASN00,BUMPER,ASN,DAY, 176, 036,2012/03/17,2012:077:08:16:33.8890625,2012:077:08:17:00.6431250, 9, 9,   0.75,   0.74,   1.15,   0.03,   1.08,47.38608551,141.78483582,34°36'24.52"N,33°05'50.57"E,35°33'16.74"N,32°17'15.40"E,35°15'14.44"N,34°21'34.81"E,33°56'49.06"N,31°51'15.23"E,33°39'07.45"N,33°53'14.03"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,12.676258,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56931   (35°34'09.52"N),  31.74969  (31°44'58.88"E), 35.56742   (35°34'02.71"N),  34.42132  (34°25'16.75"E), 33.64892   (33°38'56.11"N),  31.77816   (31°46'41.38"E), 33.64716   (33°38'49.78"N),  34.38896   (34°23'20.26"E),14201,16141,7101,8071,7101,8071,,,204,4.25,3.053,2.957,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60681,33.09738,35.55465,32.28761,35.25401,34.35967,33.94696,31.85423,33.65207,33.88723,LE71760362012077ASN00,LE71760362012077ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362012077ASN00
LE71760362012029ASN00,BUMPER,ASN,DAY, 176, 036,2012/01/29,2012:029:08:16:28.5386874,2012:029:08:16:55.2926875, 9, 9,  73.96,  90.52,  86.58,  74.62,  44.14,31.84242439,150.67045593,34°36'21.24"N,33°06'21.78"E,35°33'09.25"N,32°17'43.94"E,35°15'05.72"N,34°22'04.76"E,33°56'42.40"N,31°51'44.78"E,33°38'59.68"N,33°53'44.77"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-4.050521,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1G,,GEOTIFF,DEFINITIVE, 35.57219   (35°34'19.88"N),  31.76620  (31°45'58.32"E), 35.56989   (35°34'11.60"N),  34.44122  (34°26'28.39"E), 33.64367   (33°38'37.21"N),  31.79441   (31°47'39.88"E), 33.64153   (33°38'29.51"N),  34.40828   (34°24'29.81"E),14261,16161,7131,8081,7131,8081,,,,,,,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.6059,33.10605,35.55257,32.29554,35.25159,34.36799,33.94511,31.86244,33.64991,33.89577,LE71760362012029ASN00,LE71760362012029ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362012029ASN00
LE71760362012013ASN00,BUMPER,ASN,DAY, 176, 036,2012/01/13,2012:013:08:16:28.3312499,2012:013:08:16:55.0853124, 9, 9,  25.14,  46.23,  34.79,   8.83,  10.71,29.08237648,153.44656372,34°36'20.99"N,33°05'34.01"E,35°33'10.19"N,32°16'53.69"E,35°15'05.69"N,34°21'18.04"E,33°56'46.39"N,31°50'54.24"E,33°39'02.88"N,33°52'57.79"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-9.817682,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57205   (35°34'19.38"N),  31.75296  (31°45'10.66"E), 35.57005   (35°34'12.18"N),  34.42798  (34°25'40.73"E), 33.64355   (33°38'36.78"N),  31.78147   (31°46'53.29"E), 33.64168   (33°38'30.05"N),  34.39534   (34°23'43.22"E),14261,16161,7131,8081,7131,8081,,,145,3.632,2.237,2.861,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60583,33.09278,35.55283,32.28158,35.25158,34.35501,33.94622,31.8484,33.6508,33.88272,LE71760362012013ASN00,LE71760362012013ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362012013ASN00
LE71760362011362ASN00,BUMPER,ASN,DAY, 176, 036,2011/12/28,2011:362:08:16:25.0003124,2011:362:08:16:51.7543749, 9, 9,  16.39,  18.61,  19.12,  12.45,  15.38,28.09264755,155.90148926,34°36'19.33"N,33°05'11.90"E,35°33'12.78"N,32°16'31.84"E,35°15'07.49"N,34°20'58.81"E,33°56'48.77"N,31°50'35.48"E,33°39'04.25"N,33°52'41.66"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,5.375235,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56921   (35°34'09.16"N),  31.73976  (31°44'23.14"E), 35.56754   (35°34'03.14"N),  34.41139  (34°24'41.00"E), 33.64883   (33°38'55.79"N),  31.76845   (31°46'06.42"E), 33.64727   (33°38'50.17"N),  34.37925   (34°22'45.30"E),14201,16141,7101,8071,7101,8071,,,148,3.888,2.484,2.991,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60537,33.08664,35.55355,32.27551,35.25208,34.34967,33.94688,31.84319,33.65118,33.87824,LE71760362011362ASN00,LE71760362011362ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362011362ASN00
LE71760362011346ASN00,BUMPER,ASN,DAY, 176, 036,2011/12/12,2011:346:08:16:12.9598125,2011:346:08:16:39.7138750, 9, 9,  66.02,  47.74,  76.79,  99.09,  40.47,28.93361664,157.68974304,34°36'20.02"N,33°06'45.79"E,35°33'18.47"N,32°18'09.25"E,35°15'12.42"N,34°22'33.49"E,33°56'52.44"N,31°52'07.03"E,33°39'07.34"N,33°54'10.58"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-10.377172,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56948   (35°34'10.13"N),  31.76624  (31°45'58.46"E), 35.56718   (35°34'01.85"N),  34.44117  (34°26'28.21"E), 33.64908   (33°38'56.69"N),  31.79433   (31°47'39.59"E), 33.64694   (33°38'48.98"N),  34.40836   (34°24'30.10"E),14201,16161,7101,8081,7101,8081,,,168,4.389,2.925,3.272,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60556,33.11272,35.55513,32.30257,35.25345,34.37597,33.9479,31.86862,33.65204,33.90294,LE71760362011346ASN00,LE71760362011346ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362011346ASN00
LE71760362011330ASN00,BUMPER,ASN,DAY, 176, 036,2011/11/26,2011:330:08:16:08.2453750,2011:330:08:16:34.9994374, 9, 9,   0.63,   0.47,   0.37,   1.43,   0.27,31.44929314,158.43096924,34°36'19.73"N,33°06'15.84"E,35°33'20.34"N,32°17'40.24"E,35°15'14.58"N,34°22'00.84"E,33°56'55.54"N,31°51'40.43"E,33°39'10.66"N,33°53'40.49"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,3.638404,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.57219   (35°34'19.88"N),  31.76620  (31°45'58.32"E), 35.56989   (35°34'11.60"N),  34.44122  (34°26'28.39"E), 33.64638   (33°38'46.97"N),  31.79437   (31°47'39.73"E), 33.64424   (33°38'39.26"N),  34.40832   (34°24'29.95"E),14241,16161,7121,8081,7121,8081,,,156,3.831,2.345,3.029,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60548,33.1044,35.55565,32.29451,35.25405,34.3669,33.94876,31.86123,33.65296,33.89458,LE71760362011330ASN00,LE71760362011330ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362011330ASN00
LE71760362011314ASN00,BUMPER,ASN,DAY, 176, 036,2011/11/10,2011:314:08:15:57.6099375,2011:314:08:16:24.3639374, 9, 9,  10.02,  15.53,   8.77,  10.98,   4.80,35.30020905,157.79118347,34°36'19.04"N,33°07'02.32"E,35°33'16.63"N,32°18'28.91"E,35°15'10.91"N,34°22'46.38"E,33°56'52.08"N,31°52'27.73"E,33°39'07.20"N,33°54'24.66"E,N,L,L,L,H,H,L,H,H,L,Y,NOMINAL,DE,-10.431219,LL,LL,LL,HH,HH,LL,HH,HH,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56952   (35°34'10.27"N),  31.76955  (31°46'10.38"E), 35.56714   (35°34'01.70"N),  34.44448  (34°26'40.13"E), 33.64911   (33°38'56.80"N),  31.79756   (31°47'51.22"E), 33.64690   (33°38'48.84"N),  34.41160   (34°24'41.76"E),14201,16161,7101,8081,7101,8081,,,106,4.156,2.479,3.336,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60529,33.11731,35.55462,32.30803,35.25303,34.37955,33.9478,31.87437,33.652,33.90685,LE71760362011314ASN00,LE71760362011314ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362011314ASN00
LE71760362011202ASN00,BUMPER,ASN,DAY, 176, 036,2011/07/21,2011:202:08:15:56.9717500,2011:202:08:16:23.7257499, 9, 9,   0.00,   0.00,   0.00,   0.00,   0.00,64.26195526,116.81063843,34°36'28.76"N,33°06'11.09"E,35°33'21.92"N,32°17'36.60"E,35°15'19.76"N,34°21'53.68"E,33°56'56.80"N,31°51'38.16"E,33°39'15.73"N,33°53'34.76"E,N,L,L,L,L,L,L,H,L,L,Y,NOMINAL,DE,-11.521521,LL,LL,LL,LL,LL,LL,HH,LL,LL,ETM+  L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56938   (35°34'09.77"N),  31.75631  (31°45'22.72"E), 35.56734   (35°34'02.42"N),  34.42793  (34°25'40.55"E), 33.65169   (33°39'06.08"N),  31.78459   (31°47'04.52"E), 33.64979   (33°38'59.24"N),  34.39547   (34°23'43.69"E),14181,16141,7091,8071,7091,8071,,,81,5.732,3.805,4.287,UTM,WGS84,WGS84,36,,,,,15,30,30,NORTH_UP,CUBIC_CONVOLUTION,2,34.60799,33.10308,35.55609,32.2935,35.25549,34.36491,33.94911,31.8606,33.65437,33.89299,LE71760362011202ASN00,LE71760362011202ASN00,http://earthexplorer.usgs.gov/download/options/5441/LE71760362011202ASN00
