Landsat Scene Identifier,Spacecraft Identifier,Sensor Mode,Station Identifier,Day/Night,WRS Path,WRS Row,WRS Type,Date Acquired,Start Time,Stop Time,Sensor Anomalies,Acquisition Quality,Quality Band 1,Quality Band 2,Quality Band 3,Quality Band 4,Quality Band 5,Quality Band 6,Quality Band 7,Cloud Cover,Cloud Cover Quad Upper Left,Cloud Cover Quad Upper Right,Cloud Cover Quad Lower Left,Cloud Cover Quad Lower Right,Sun Elevation,Sun Azimuth,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Browse  Exists,Data Category,Map Projection LORa,Data Type L0Rp,Data Type Level 1,Elevation Source,Output Format,Ephemeris Type,Corner UL Latitude Product,Corner UL Longitude Product,Corner UR Latitude Product,Corner UR Longitude Product,Corner LL Latitude Product,Corner LL Longitude Product,Corner LR Latitude Product,Corner LR Longitude Product,Reflective Samples,Reflective Lines,Thermal Lines,Thermal Samples,Ground Control Points Model,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Geometric RMSE Verify,Map Projection Level 1,Datum,Ellipsoid,UTM Zone,Vertical Long from Pole,True Scale Latitude,False Easting,False Northing,Grid Cell Size Reflective,Grid Cell Size Thermal,Orientation,Resampling Option,Scene Center Latitude dec,Scene Center Longitude dec,Corner Upper Left Lat dec,Corner Upper Left Long dec,Corner Upper Right Lat dec,Corner Upper Right Long dec,Corner Lower Left Lat dec,Corner Lower Left Long dec,Corner Lower Right Lat dec,Corner Lower Right Long dec,Display ID,Ordering ID,Download Link
LT51760361987256XXX02,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1987/09/13,1987:256:07:49:14.97319,1987:256:07:49:41.67256,N,9,9,9,9,9,9,9,9,0,0,0,0,0,49.48192377,132.72772086, 34.60649   (34°36'23.36"N),  33.14822   (33°08'53.59"E), 35.53805   (35°32'16.98"N),  32.36889  (32°22'08.00"E), 35.24628   (35°14'46.61"N),  34.37372   (34°22'25.39"E), 33.95560   (33°57'20.16"N),  31.94061   (31°56'26.20"E), 33.66918 (33°40'09.05"N),  33.90915   (33°54'32.94"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 35.55150   (35°33'05.40"N),  31.86250   (31°51'45.00"N), 35.54814   (35°32'53.30"N),  34.45076   (34°27'02.74"N), 33.63914   (33°38'20.90"N),  31.88828  (31°53'17.81"E), 33.63601   (33°38'09.64"N),  34.41789   (34°25'04.40"N),7821,7071,7071,7821,175,4.418,3.056,3.19,.157,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.60649,33.14822,35.53805,32.36889,35.24628,34.37372,33.9556,31.94061,33.66918,33.90915,LT51760361987256XXX02,LT51760361987256XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361987256XXX02
LT51760361987240XXX02,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1987/08/28,1987:240:07:48:50.94775,1987:240:07:49:17.64513,N,9,9,9,9,9,9,9,9,0,0,0,0,0,53.08582842,124.91009315, 34.60827   (34°36'29.77"N),  33.15606   (33°09'21.82"E), 35.53983   (35°32'23.39"N),  32.37671  (32°22'36.16"E), 35.24806   (35°14'53.02"N),  34.38159   (34°22'53.72"E), 33.95738   (33°57'26.57"N),  31.94843   (31°56'54.35"E), 33.67096 (33°40'15.46"N),  33.91700   (33°55'01.20"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 35.55159   (35°33'05.72"N),  31.87242   (31°52'20.71"N), 35.54806   (35°32'53.02"N),  34.45738   (34°27'26.57"N), 33.63923   (33°38'21.23"N),  31.89798  (31°53'52.73"E), 33.63594   (33°38'09.38"N),  34.42436   (34°25'27.70"N),7811,7071,7071,7811,169,4.626,3.333,3.208,.169,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.60827,33.15606,35.53983,32.37671,35.24806,34.38159,33.95738,31.94843,33.67096,33.917,LT51760361987240XXX02,LT51760361987240XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361987240XXX02
LT51760361987224XXX02,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1987/08/12,1987:224:07:48:24.17813,1987:224:07:48:50.87288,N,9,9,9,9,9,9,9,9,0,0,0,0,0,55.97700819,117.17675022, 34.60089   (34°36'03.20"N),  33.16741   (33°10'02.68"E), 35.53244   (35°31'56.78"N),  32.38812  (32°23'17.23"E), 35.24070   (35°14'26.52"N),  34.39282   (34°23'34.15"E), 33.94999   (33°56'59.96"N),  31.95989   (31°57'35.60"E), 33.66359 (33°39'48.92"N),  33.92830   (33°55'41.88"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.54627   (35°32'46.57"N),  31.88243   (31°52'56.75"N), 35.54249   (35°32'32.96"N),  34.47051   (34°28'13.84"N), 33.63120   (33°37'52.32"N),  31.90778  (31°54'28.01"E), 33.62767   (33°37'39.61"N),  34.43716   (34°26'13.78"N),7821,7081,7081,7821,152,5.042,3.829,3.281,.2,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.60089,33.16741,35.53244,32.38812,35.2407,34.39282,33.94999,31.95989,33.66359,33.9283,LT51760361987224XXX02,LT51760361987224XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361987224XXX02
LT51760361987208AAA02,LANDSAT_5,N/A,AAA,DAY, 176, 036,2,1987/07/27,1987:208:07:47:54.44113,1987:208:07:48:21.13294,N,7,7,7,7,7,7,7,7,0,0,0,0,0,58.21946449,110.56122624, 34.60397   (34°36'14.29"N),  33.18932   (33°11'21.55"E), 35.53553   (35°32'07.91"N),  32.41001  (32°24'36.04"E), 35.24377   (35°14'37.57"N),  34.41478   (34°24'53.21"E), 33.95308   (33°57'11.09"N),  31.98175   (31°58'54.30"E), 33.66667 (33°40'00.01"N),  33.95023   (33°57'00.83"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.54916   (35°32'56.98"N),  31.90225   (31°54'08.10"N), 35.54491   (35°32'41.68"N),  34.49372   (34°29'37.39"N), 33.63407   (33°38'02.65"N),  31.92715  (31°55'37.74"E), 33.63011   (33°37'48.40"N),  34.45984   (34°27'35.42"N),7831,7081,7081,7831,158,5.480,4.346,3.338,.22,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.60397,33.18932,35.53553,32.41001,35.24377,34.41478,33.95308,31.98175,33.66667,33.95023,LT51760361987208AAA02,LT51760361987208AAA02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361987208AAA02
LT51760361987192AAA02,LANDSAT_5,N/A,AAA,DAY, 176, 036,2,1987/07/11,1987:192:07:47:32.18469,1987:192:07:47:58.87400,N,9,9,9,9,9,9,9,9,0,0,0,0,0,59.93312121,106.1081711, 34.60596   (34°36'21.46"N),  33.17574   (33°10'32.66"E), 35.53752   (35°32'15.07"N),  32.39641  (32°23'47.08"E), 35.24575   (35°14'44.70"N),  34.40123   (34°24'04.43"E), 33.95507   (33°57'18.25"N),  31.96814   (31°58'05.30"E), 33.66866 (33°40'07.18"N),  33.93666   (33°56'11.98"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 35.55171   (35°33'06.16"N),  31.88566   (31°53'08.38"N), 35.54773   (35°32'51.83"N),  34.48385   (34°29'01.86"N), 33.63934   (33°38'21.62"N),  31.91092  (31°54'39.31"E), 33.63563   (33°38'08.27"N),  34.45023   (34°27'00.83"N),7851,7071,7071,7851,148,5.506,4.393,3.319,.234,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.60596,33.17574,35.53752,32.39641,35.24575,34.40123,33.95507,31.96814,33.66866,33.93666,LT51760361987192AAA02,LT51760361987192AAA02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361987192AAA02
LT51760361987176XXX03,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1987/06/25,1987:176:07:47:13.40956,1987:176:07:47:40.09669,N,9,9,9,9,9,9,9,9,0,0,0,0,0,61.0809641,104.56600611, 34.60729   (34°36'26.24"N),  33.14587   (33°08'45.13"E), 35.53885   (35°32'19.86"N),  32.36653  (32°21'59.51"E), 35.24708   (35°14'49.49"N),  34.37138   (34°22'16.97"E), 33.95640   (33°57'23.04"N),  31.93825   (31°56'17.70"E), 33.66998 (33°40'11.93"N),  33.90680   (33°54'24.48"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.55414   (35°33'14.90"N),  31.85584   (31°51'21.02"N), 35.55080   (35°33'02.88"N),  34.45412   (34°27'14.83"N), 33.63908   (33°38'20.69"N),  31.88181  (31°52'54.52"E), 33.63597   (33°38'09.49"N),  34.42112   (34°25'16.03"N),7851,7081,7081,7851,135,5.455,4.554,3.003,.255,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.60729,33.14587,35.53885,32.36653,35.24708,34.37138,33.9564,31.93825,33.66998,33.9068,LT51760361987176XXX03,LT51760361987176XXX03,http://earthexplorer.usgs.gov/download/options/5440/LT51760361987176XXX03
LT51760361987160XXX03,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1987/06/09,1987:160:07:46:52.50500,1987:160:07:47:19.18956,N,9,9,9,9,9,9,9,9,0,0,0,0,0,61.4276146,106.20597811, 34.61599   (34°36'57.56"N),  33.12429   (33°07'27.44"E), 35.54756   (35°32'51.22"N),  32.34488  (32°20'41.57"E), 35.25576   (35°15'20.74"N),  34.34994   (34°20'59.78"E), 33.96512   (33°57'54.43"N),  31.91654   (31°54'59.54"E), 33.67867 (33°40'43.21"N),  33.88528   (33°53'07.01"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 35.55933   (35°33'33.59"N),  31.83260   (31°49'57.36"N), 35.55649   (35°33'23.36"N),  34.43105   (34°25'51.78"N), 33.64699   (33°38'49.16"N),  31.85906  (31°51'32.62"E), 33.64435   (33°38'39.66"N),  34.39862   (34°23'55.03"N),7851,7071,7071,7851,151,5.175,3.873,3.432,.233,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61599,33.12429,35.54756,32.34488,35.25576,34.34994,33.96512,31.91654,33.67867,33.88528,LT51760361987160XXX03,LT51760361987160XXX03,http://earthexplorer.usgs.gov/download/options/5440/LT51760361987160XXX03
LT51760361987144XXX02,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1987/05/24,1987:144:07:46:29.58056,1987:144:07:46:56.26288,N,9,9,9,9,9,9,9,9,10,20,10,0,10,60.61341566,110.54724562, 34.61788   (34°37'04.37"N),  33.10892   (33°06'32.11"E), 35.54945   (35°32'58.02"N),  32.32950  (32°19'46.20"E), 35.25765   (35°15'27.54"N),  34.33460   (34°20'04.56"E), 33.96701   (33°58'01.24"N),  31.90114   (31°54'04.10"E), 33.68056 (33°40'50.02"N),  33.86993   (33°52'11.75"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56193   (35°33'42.95"N),  31.82263   (31°49'21.47"N), 35.55938   (35°33'33.77"N),  34.41455   (34°24'52.38"N), 33.64690   (33°38'48.84"N),  31.84935  (31°50'57.66"E), 33.64453   (33°38'40.31"N),  34.38245   (34°22'56.82"N),7831,7081,7081,7831,83,4.728,3.351,3.336,.222,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61788,33.10892,35.54945,32.3295,35.25765,34.3346,33.96701,31.90114,33.68056,33.86993,LT51760361987144XXX02,LT51760361987144XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361987144XXX02
LT51760361987128XXX02,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1987/05/08,1987:128:07:46:04.16894,1987:128:07:46:30.84931,N,9,9,9,9,9,9,9,9,80,90,70,90,70,58.33463268,116.33298572, 34.61422   (34°36'51.19"N),  33.10048   (33°06'01.73"E), 35.54579   (35°32'44.84"N),  32.32109  (32°19'15.92"E), 35.25400   (35°15'14.40"N),  34.32610   (34°19'33.96"E), 33.96334   (33°57'48.02"N),  31.89276   (31°53'33.94"E), 33.67690 (33°40'36.84"N),  33.86146   (33°51'41.26"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1G,,GEOTIFF,PREDICTIVE, 35.55917   (35°33'33.01"N),  31.81605   (31°48'57.78"N), 35.55684   (35°33'24.62"N),  34.40127   (34°24'04.57"N), 33.64684   (33°38'48.62"N),  31.84289  (31°50'34.40"E), 33.64467   (33°38'40.81"N),  34.36951   (34°22'10.24"N),7811,7071,7071,7811,,,,,,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61422,33.10048,35.54579,32.32109,35.254,34.3261,33.96334,31.89276,33.6769,33.86146,LT51760361987128XXX02,LT51760361987128XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361987128XXX02
LT51760361987112AAA02,LANDSAT_5,N/A,AAA,DAY, 176, 036,2,1987/04/22,1987:112:07:45:36.10356,1987:112:07:46:02.78219,N,9,9,9,9,9,9,9,9,0,0,0,0,0,54.56685687,122.17814343, 34.61646   (34°36'59.26"N),  33.10196   (33°06'07.06"E), 35.54803   (35°32'52.91"N),  32.32255  (32°19'21.18"E), 35.25623   (35°15'22.43"N),  34.32762   (34°19'39.43"E), 33.96559   (33°57'56.12"N),  31.89420   (31°53'39.12"E), 33.67914 (33°40'44.90"N),  33.86296   (33°51'46.66"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56187   (35°33'42.73"N),  31.81601   (31°48'57.64"N), 35.55950   (35°33'34.20"N),  34.40463   (34°24'16.67"N), 33.64684   (33°38'48.62"N),  31.84289  (31°50'34.40"E), 33.64464   (33°38'40.70"N),  34.37274   (34°22'21.86"N),7821,7081,7081,7821,173,4.898,3.37,3.554,.206,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61646,33.10196,35.54803,32.32255,35.25623,34.32762,33.96559,31.8942,33.67914,33.86296,LT51760361987112AAA02,LT51760361987112AAA02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361987112AAA02
LT51760361987096XXX03,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1987/04/06,1987:096:07:45:05.23288,1987:096:07:45:31.90950,N,9,9,9,9,9,9,9,9,0,0,0,0,0,49.60717633,127.29562157, 34.61671   (34°37'00.16"N),  33.11068   (33°06'38.45"E), 35.54828   (35°32'53.81"N),  32.33127  (32°19'52.57"E), 35.25648   (35°15'23.33"N),  34.33634   (34°20'10.82"E), 33.96584   (33°57'57.02"N),  31.90292   (31°54'10.51"E), 33.67939 (33°40'45.80"N),  33.87168   (33°52'18.05"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 35.56193   (35°33'42.95"N),  31.82263   (31°49'21.47"N), 35.55938   (35°33'33.77"N),  34.41455   (34°24'52.38"N), 33.64690   (33°38'48.84"N),  31.84935  (31°50'57.66"E), 33.64453   (33°38'40.31"N),  34.38245   (34°22'56.82"N),7831,7081,7081,7831,192,4.436,3.322,2.94,.165,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61671,33.11068,35.54828,32.33127,35.25648,34.33634,33.96584,31.90292,33.67939,33.87168,LT51760361987096XXX03,LT51760361987096XXX03,http://earthexplorer.usgs.gov/download/options/5440/LT51760361987096XXX03
LT51760361987032XXX01,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1987/02/01,1987:032:07:42:40.99244,1987:032:07:43:07.66375,N,9,9,9,9,9,9,9,9,0,0,0,0,0,28.62496587,141.86852212, 34.59957   (34°35'58.45"N),  33.17581   (33°10'32.92"E), 35.53112   (35°31'52.03"N),  32.39653  (32°23'47.51"E), 35.23938   (35°14'21.77"N),  34.40120   (34°24'04.32"E), 33.94867   (33°56'55.21"N),  31.96831   (31°58'05.92"E), 33.66227 (33°39'44.17"N),  33.93669   (33°56'12.08"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 35.54363   (35°32'37.07"N),  31.88908   (31°53'20.69"N), 35.53966   (35°32'22.78"N),  34.48039   (34°28'49.40"N), 33.63126   (33°37'52.54"N),  31.91425  (31°54'51.30"E), 33.62756   (33°37'39.22"N),  34.44686   (34°26'48.70"N),7831,7071,7071,7831,210,3.774,2.243,3.035,.095,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.59957,33.17581,35.53112,32.39653,35.23938,34.4012,33.94867,31.96831,33.66227,33.93669,LT51760361987032XXX01,LT51760361987032XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT51760361987032XXX01
LT51760361986349XXX02,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1986/12/15,1986:349:07:41:14.03613,1986:349:07:41:40.70250,N,9,9,9,9,9,9,9,9,40,30,20,10,30,25.37384256,149.14279665, 34.62012   (34°37'12.43"N),  33.08818   (33°05'17.45"E), 35.55328   (35°33'11.81"N),  32.30877  (32°18'31.57"E), 35.26146   (35°15'41.26"N),  34.31396   (34°18'50.26"E), 33.97084   (33°58'15.02"N),  31.88038   (31°52'49.37"E), 33.68437 (33°41'03.73"N),  33.84925   (33°50'57.30"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.56441   (35°33'51.88"N),  31.79942   (31°47'57.91"N), 35.56240   (35°33'44.64"N),  34.38813   (34°23'17.27"N), 33.64939   (33°38'57.80"N),  31.82668  (31°49'36.05"E), 33.64752   (33°38'51.07"N),  34.35661   (34°21'23.80"N),7821,7081,7081,7821,128,4.482,3.089,3.247,.133,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.62012,33.08818,35.55328,32.30877,35.26146,34.31396,33.97084,31.88038,33.68437,33.84925,LT51760361986349XXX02,LT51760361986349XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361986349XXX02
LT51760361986333XXX01,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1986/11/29,1986:333:07:40:46.13119,1986:333:07:41:12.79581,N,9,9,9,9,9,9,9,9,20,20,30,30,10,27.65153689,149.68059195, 34.62496   (34°37'29.86"N),  33.05099   (33°03'03.56"E), 35.55654   (35°33'23.54"N),  32.27151  (32°16'17.44"E), 35.26471   (35°15'52.96"N),  34.27678   (34°16'36.41"E), 33.97410   (33°58'26.76"N),  31.84310   (31°50'35.16"E), 33.68763 (33°41'15.47"N),  33.81205   (33°48'43.38"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 35.56945   (35°34'10.02"N),  31.76293   (31°45'46.55"N), 35.56822   (35°34'05.59"N),  34.35181   (34°21'06.52"N), 33.65717   (33°39'25.81"N),  31.79098  (31°47'27.53"E), 33.65602   (33°39'21.67"N),  34.32116   (34°19'16.18"N),7821,7071,7071,7821,171,3.854,2.42,2.999,.115,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.62496,33.05099,35.55654,32.27151,35.26471,34.27678,33.9741,31.8431,33.68763,33.81205,LT51760361986333XXX01,LT51760361986333XXX01,http://earthexplorer.usgs.gov/download/options/5440/LT51760361986333XXX01
LT51760361986317XXX03,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1986/11/13,1986:317:07:40:58.53475,1986:317:07:41:25.19850,N,9,9,9,9,9,9,9,9,0,0,0,0,0,31.24896692,148.86971627, 34.64199   (34°38'31.16"N),  32.99666   (32°59'47.98"E), 35.57359   (35°34'24.92"N),  32.21705  (32°13'01.38"E), 35.28170   (35°16'54.12"N),  34.22273   (34°13'21.83"E), 33.99117   (33°59'28.21"N),  31.78851   (31°47'18.64"E), 33.70463 (33°42'16.67"N),  33.75784   (33°45'28.22"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,DEFINITIVE, 35.58509   (35°35'06.32"N),  31.70640   (31°42'23.04"N), 35.58503   (35°35'06.11"N),  34.29912   (34°17'56.83"N), 33.67555   (33°40'31.98"N),  31.73571  (31°44'08.56"E), 33.67550   (33°40'31.80"N),  34.26968   (34°16'10.85"N),7831,7061,7061,7831,202,3.807,2.395,2.959,.096,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.64199,32.99666,35.57359,32.21705,35.2817,34.22273,33.99117,31.78851,33.70463,33.75784,LT51760361986317XXX03,LT51760361986317XXX03,http://earthexplorer.usgs.gov/download/options/5440/LT51760361986317XXX03
LT51760361984296XXX02,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1984/10/22,1984:296:07:52:29.29913,1984:296:07:52:55.91244,N,9,9,9,9,9,9,9,9,0,0,0,0,0,38.5123549,148.18970831, 34.62286   (34°37'22.30"N),  33.07473   (33°04'29.03"E), 35.55444   (35°33'15.98"N),  32.29527  (32°17'42.97"E), 35.26262   (35°15'45.43"N),  34.30049   (34°18'01.76"E), 33.97200   (33°58'19.20"N),  31.86687   (31°52'00.73"E), 33.68553 (33°41'07.91"N),  33.83577   (33°50'08.77"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 35.56428   (35°33'51.41"N),  31.78618   (31°47'10.25"N), 35.56255   (35°33'45.18"N),  34.37489   (34°22'29.60"N), 33.65468   (33°39'16.85"N),  31.81366  (31°48'49.18"E), 33.65307   (33°39'11.05"N),  34.34376   (34°20'37.54"N),7821,7061,7061,7821,184,4.195,2.713,3.2,.553,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.62286,33.07473,35.55444,32.29527,35.26262,34.30049,33.972,31.86687,33.68553,33.83577,LT51760361984296XXX02,LT51760361984296XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361984296XXX02
LT51760361984248XXX02,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1984/09/04,1984:248:07:52:31.04988,1984:248:07:52:57.66269,N,9,9,9,9,9,9,9,9,0,0,0,0,0,51.98508416,129.79660466, 34.64598   (34°38'45.53"N),  32.94349   (32°56'36.56"E), 35.57759   (35°34'39.32"N),  32.16384  (32°09'49.82"E), 35.28568   (35°17'08.45"N),  34.16962   (34°10'10.63"E), 33.99516   (33°59'42.58"N),  31.73528   (31°44'07.01"E), 33.70862 (33°42'31.03"N),  33.70470   (33°42'16.92"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 35.58717   (35°35'13.81"N),  31.65008   (31°39'00.29"N), 35.58829   (35°35'17.84"N),  34.24619   (34°14'46.28"N), 33.67498   (33°40'29.93"N),  31.68071  (31°40'50.56"E), 33.67602   (33°40'33.67"N),  34.21791   (34°13'04.48"N),7841,7071,7071,7841,167,4.568,3.269,3.191,.169,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.64598,32.94349,35.57759,32.16384,35.28568,34.16962,33.99516,31.73528,33.70862,33.7047,LT51760361984248XXX02,LT51760361984248XXX02,http://earthexplorer.usgs.gov/download/options/5440/LT51760361984248XXX02
LT51760361984184XXX09,LANDSAT_5,N/A,XXX,DAY, 176, 036,2,1984/07/02,1984:184:07:50:57.83675,1984:184:07:51:24.44963,RADIOMETRIC_CALIBRATION_DATA,9,9,9,9,9,9,9,9,0,0,0,0,0,61.31863456,105.77504284, 34.61423   (34°36'51.23"N),  33.09877   (33°05'55.57"E), 35.54580   (35°32'44.88"N),  32.31938  (32°19'09.77"E), 35.25401   (35°15'14.44"N),  34.32439   (34°19'27.80"E), 33.96335   (33°57'48.06"N),  31.89104   (31°53'27.74"E), 33.67691 (33°40'36.88"N),  33.85975   (33°51'35.10"E),Yes                                ,NOMINAL,NA,TMR_L0RP,TM L1T,GLS2000,GEOTIFF,PREDICTIVE, 35.55910   (35°33'32.76"N),  31.80943   (31°48'33.95"N), 35.55684   (35°33'24.62"N),  34.40127   (34°24'04.57"N), 33.64949   (33°38'58.16"N),  31.83638  (31°50'10.97"E), 33.64738   (33°38'50.57"N),  34.36955   (34°22'10.38"N),7831,7061,7061,7831,145,5.454,4.322,3.327,.248,UTM,WGS84,WGS84,36,,,,,30,30,NORTH_UP,CUBIC_CONVOLUTION,34.61423,33.09877,35.5458,32.31938,35.25401,34.32439,33.96335,31.89104,33.67691,33.85975,LT51760361984184XXX09,LT51760361984184XXX09,http://earthexplorer.usgs.gov/download/options/5440/LT51760361984184XXX09
