browseAvailable,browseURL,sceneID,sensor,acquisitionDate,dateUpdated,path,row,upperLeftCornerLatitude,upperLeftCornerLongitude,upperRightCornerLatitude,upperRightCornerLongitude,lowerLeftCornerLatitude,lowerLeftCornerLongitude,lowerRightCornerLatitude,lowerRightCornerLongitude,sceneCenterLatitude,sceneCenterLongitude,cloudCover,cloudCoverFull,FULL_UL_QUAD_CCA,FULL_UR_QUAD_CCA,FULL_LL_QUAD_CCA,FULL_LR_QUAD_CCA,dayOrNight,flightPath,sunElevation,sunAzimuth,receivingStation,sceneStartTime,sceneStopTime,imageQuality1,imageQuality2,gainBand1,gainBand2,gainBand3,gainBand4,gainBand5,gainBand6H,gainBand6L,gainBand7,gainBand8,gainChangeBand1,gainChangeBand2,gainChangeBand3,gainChangeBand4,gainChangeBand5,gainChangeBand6H,gainChangeBand6L,gainChangeBand7,gainChangeBand8,DATA_TYPE_L1,cartURL,DATE_ACQUIRED_GAP_FILL,DATUM,ELEVATION_SOURCE,ELLIPSOID,EPHEMERIS_TYPE,FALSE_EASTING,FALSE_NORTHING,GAP_FILL,GROUND_CONTROL_POINTS_MODEL,GEOMETRIC_RMSE_MODEL,GEOMETRIC_RMSE_MODEL_X,GEOMETRIC_RMSE_MODEL_Y,GRID_CELL_SIZE_PANCHROMATIC,GRID_CELL_SIZE_REFLECTIVE,GRID_CELL_SIZE_THERMAL,MAP_PROJECTION_L1,ORIENTATION,OUTPUT_FORMAT,PANCHROMATIC_LINES,PANCHROMATIC_SAMPLES,L1_AVAILABLE,REFLECTIVE_LINES,REFLECTIVE_SAMPLES,RESAMPLING_OPTION,SCAN_GAP_INTERPOLATION,THERMAL_LINES,THERMAL_SAMPLES,TRUE_SCALE_LAT,UTM_ZONE,VERTICAL_LON_FROM_POLE,PROCESSING_SOFTWARE_VERSION,CPF_NAME,GROUND_CONTROL_POINTS_VERSION,DATE_L1_GENERATED
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2009/LE71760362009052ASN00.jpg,LE71760362009052ASN00,LANDSAT_ETM_SLC_OFF,2009-02-21,2014-12-13,176,36,35.55675,32.30598,35.25529,34.37868,33.94943,31.87338,33.65378,33.90697,34.60605,33.11533,2,  27.01,  40.52,  26.56,  20.01,  20.94,DAY,DAY,38.1158905,145.28182983,ASN,2009:052:08:12:24.6940000,2009:052:08:12:51.4480000,9,9,L,L,L,H,L,H,L,L,L,LL,LL,LL,HH,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362009052ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,65,3.343,2.019,2.664,15,30,30,UTM,NORTH_UP,GEOTIFF,14181,16101,Y,7091,8051,CUBIC_CONVOLUTION,2,7091,8051,,36,,LPGS_12.5.0,L7CPF20090101_20090331.14,,2014-12-13 10:45:30
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2009/LE71760362009020ASN00.jpg,LE71760362009020ASN00,LANDSAT_ETM_SLC_OFF,2009-01-20,2014-12-13,176,36,35.55491,32.31201,35.25306,34.38553,33.94804,31.8789,33.65203,33.91334,34.60535,33.12228,2,  23.80,  12.63,  20.55,  28.37,  33.64,DAY,DAY,29.79406548,151.09011841,ASN,2009:020:08:12:10.0971875,2009:020:08:12:36.8510624,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362009020ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,172,3.802,2.366,2.976,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16101,Y,7101,8051,CUBIC_CONVOLUTION,2,7101,8051,,36,,LPGS_12.5.0,L7CPF20090101_20090331.14,,2014-12-13 10:53:18
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008354ASN00.jpg,LE71760362008354ASN00,LANDSAT_ETM_SLC_OFF,2008-12-19,2014-10-02,176,36,35.5765,32.2033,35.2731,34.2757,33.9699,31.7677,33.6723,33.801,34.6287,33.0128,0,   0.19,   0.23,   0.52,   0.02,   0.00,DAY,DAY,27.8941269,155.7970276,ASN,2008:354:08:11:58.3220000,2008:354:08:12:25.0759375,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008354ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,177,3.641,2.118,2.962,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16101,Y,7131,8051,CUBIC_CONVOLUTION,2,7131,8051,,36,,LPGS_12.5.0,L7CPF20081001_20081231.11,,2014-10-03 03:33:24
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008322ASN00.jpg,LE71760362008322ASN00,LANDSAT_ETM_SLC_OFF,2008-11-17,2014-12-13,176,36,35.5963,32.1855,35.2936,34.258,33.9893,31.75,33.6923,33.7834,34.6482,32.9948,0,   1.00,   1.12,   1.75,   0.27,   0.87,DAY,DAY,32.8782196,156.9982147,ASN,2008:322:08:11:37.6719999,2008:322:08:12:04.4259999,9,9,H,H,H,H,H,H,L,H,L,HH,HH,HH,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008322ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,106,3.93,2.598,2.949,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16101,Y,7101,8051,CUBIC_CONVOLUTION,2,7101,8051,,36,,LPGS_12.5.0,L7CPF20081001_20081231.11,,2014-12-13 10:51:01
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008306ASN00.jpg,LE71760362008306ASN00,LANDSAT_ETM_SLC_OFF,2008-11-01,2014-12-13,176,36,35.6023,32.1837,35.2999,34.2573,33.9952,31.7493,33.6985,33.7836,34.6528,32.9932,0,   1.53,   3.00,   1.25,   0.28,   1.57,DAY,DAY,37.2091637,155.4204254,ASN,2008:306:08:11:24.0131875,2008:306:08:11:50.7671250,9,9,L,L,L,H,L,H,L,L,L,LL,LL,LL,HH,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008306ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,130,3.893,2.629,2.871,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16081,Y,7131,8041,CUBIC_CONVOLUTION,2,7131,8041,,36,,LPGS_12.5.0,L7CPF20081001_20081231.11,,2014-12-13 10:56:10
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008290ASN00.jpg,LE71760362008290ASN00,LANDSAT_ETM_SLC_OFF,2008-10-16,2014-12-13,176,36,35.605,32.1861,35.3028,34.2607,33.998,31.7517,33.7016,33.7871,34.6543,32.9962,0,   7.22,  13.64,   7.66,   0.65,   6.95,DAY,DAY,42.1405373,152.1233521,ASN,2008:290:08:11:08.1698750,2008:290:08:11:34.9238749,9,9,L,L,L,H,L,H,L,L,L,LL,LL,LL,HH,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008290ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,139,3.668,2.113,2.998,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16101,Y,7101,8051,CUBIC_CONVOLUTION,2,7101,8051,,36,,LPGS_12.5.0,L7CPF20081001_20081231.11,,2014-12-13 10:57:39
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008274ASN00.jpg,LE71760362008274ASN00,LANDSAT_ETM_SLC_OFF,2008-09-30,2014-12-13,176,36,35.6061,32.1122,35.3066,34.1869,33.9988,31.6817,33.705,33.7171,34.6574,32.9245,1,  16.19,  25.79,  15.91,  16.58,   6.47,DAY,DAY,47.1853867,147.0954285,ASN,2008:274:08:11:11.9624375,2008:274:08:11:38.7164999,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008274ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,68,3.525,2.661,2.312,15,30,30,UTM,NORTH_UP,GEOTIFF,14241,16061,Y,7121,8031,CUBIC_CONVOLUTION,2,7121,8031,,36,,LPGS_12.5.0,L7CPF20080701_20080930.13,,2014-12-13 10:49:57
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008258ASN00.jpg,LE71760362008258ASN00,LANDSAT_ETM_SLC_OFF,2008-09-14,2014-12-13,176,36,35.5982,32.1147,35.2989,34.1897,33.9909,31.6836,33.6975,33.7194,34.6512,32.9271,0,   1.59,   0.43,   1.09,   0.88,   3.96,DAY,DAY,51.9787178,140.6294403,ASN,2008:258:08:11:21.5849999,2008:258:08:11:48.3389375,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008258ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,128,4.378,2.606,3.518,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16101,Y,7101,8051,CUBIC_CONVOLUTION,2,7101,8051,,36,,LPGS_12.5.0,L7CPF20080701_20080930.13,,2014-12-13 10:49:23
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008242ASN00.jpg,LE71760362008242ASN00,LANDSAT_ETM_SLC_OFF,2008-08-29,2014-12-13,176,36,35.5883,32.1196,35.2893,34.1942,33.9809,31.6889,33.6877,33.7243,34.642,32.9318,0,   0.43,   0.73,   0.46,   0.51,   0.01,DAY,DAY,56.1723862,133.0481262,ASN,2008:242:08:11:29.8618124,2008:242:08:11:56.6157500,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008242ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,117,4.323,3.049,3.065,15,30,30,UTM,NORTH_UP,GEOTIFF,14241,16081,Y,7121,8041,CUBIC_CONVOLUTION,2,7121,8041,,36,,LPGS_12.5.0,L7CPF20080701_20080930.13,,2014-12-13 10:48:50
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008226ASN00.jpg,LE71760362008226ASN00,LANDSAT_ETM_SLC_OFF,2008-08-13,2014-12-13,176,36,35.577,32.1263,35.2784,34.1999,33.969,31.6958,33.6761,33.7303,34.6308,32.9387,0,   0.10,   0.03,   0.10,   0.05,   0.23,DAY,DAY,59.6177177,125.1476364,ASN,2008:226:08:11:36.9453125,2008:226:08:12:03.6993749,9,9,H,H,H,L,H,H,L,H,L,HH,HH,HH,LL,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008226ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,71,5.357,3.726,3.849,15,30,30,UTM,NORTH_UP,GEOTIFF,14181,16081,Y,7091,8041,CUBIC_CONVOLUTION,2,7091,8041,,36,,LPGS_12.5.0,L7CPF20080701_20080930.13,,2014-12-13 10:51:42
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008210ASN00.jpg,LE71760362008210ASN00,LANDSAT_ETM_SLC_OFF,2008-07-28,2014-12-13,176,36,35.5665,32.138,35.2681,34.2106,33.9587,31.707,33.666,33.7405,34.6175,32.9487,0,   0.18,   0.04,   0.02,   0.27,   0.41,DAY,DAY,62.3169518,118.0361938,ASN,2008:210:08:11:42.7950000,2008:210:08:12:09.5490000,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008210ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,85,5.617,3.966,3.978,15,30,30,UTM,NORTH_UP,GEOTIFF,14241,16061,Y,7121,8031,CUBIC_CONVOLUTION,2,7121,8031,,36,,LPGS_12.5.0,L7CPF20080701_20080930.13,,2014-12-13 10:50:16
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008194ASN00.jpg,LE71760362008194ASN00,LANDSAT_ETM_SLC_OFF,2008-07-12,2014-12-13,176,36,35.5517,32.1309,35.2533,34.2026,33.9443,31.7001,33.6516,33.7328,34.6041,32.9415,0,   0.24,   0.31,   0.08,   0.30,   0.26,DAY,DAY,64.3434296,112.952774,ASN,2008:194:08:11:52.6894375,2008:194:08:12:19.4434999,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008194ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,79,4.769,3.288,3.455,15,30,30,UTM,NORTH_UP,GEOTIFF,14181,16061,Y,7091,8031,CUBIC_CONVOLUTION,2,7091,8031,,36,,LPGS_12.5.0,L7CPF20080701_20080930.13,,2014-12-13 10:50:44
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008162ASN00.jpg,LE71760362008162ASN00,LANDSAT_ETM_SLC_OFF,2008-06-10,2014-12-13,176,36,35.5267,32.109,35.2278,34.1814,33.9188,31.6785,33.6256,33.7119,34.5796,32.9203,0,   2.79,   1.66,   4.15,   0.90,   4.46,DAY,DAY,66.2175674,112.6446915,ASN,2008:162:08:12:13.8236250,2008:162:08:12:40.5776249,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008162ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,55,4.543,3.091,3.33,15,30,30,UTM,NORTH_UP,GEOTIFF,14241,16081,Y,7121,8041,CUBIC_CONVOLUTION,2,7121,8041,,36,,LPGS_12.5.0,L7CPF20080401_20080630.15,,2014-12-13 10:50:55
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008146ASN00.jpg,LE71760362008146ASN00,LANDSAT_ETM_SLC_OFF,2008-05-25,2014-12-13,176,36,35.5198,32.1098,35.2205,34.1826,33.9122,31.6789,33.6185,33.7127,34.5704,32.9207,0,   4.60,   7.71,   1.00,   7.88,   1.78,DAY,DAY,65.5250626,117.4716797,ASN,2008:146:08:12:21.9308124,2008:146:08:12:48.6848124,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008146ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,70,5.237,3.269,4.091,15,30,30,UTM,NORTH_UP,GEOTIFF,14181,16081,Y,7091,8041,CUBIC_CONVOLUTION,2,7091,8041,,36,,LPGS_12.5.0,L7CPF20080401_20080630.15,,2014-12-13 10:51:56
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008098ASN00.jpg,LE71760362008098ASN00,LANDSAT_ETM_SLC_OFF,2008-04-07,2014-12-13,176,36,35.5099,32.1578,35.2092,34.2284,33.9025,31.7246,33.6075,33.7562,34.5621,32.9668,1,  19.40,  35.55,  26.38,   9.20,   6.48,DAY,DAY,54.4815102,135.2105865,ASN,2008:098:08:12:35.1139374,2008:098:08:13:01.8679375,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008098ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,30,8.164,5.909,5.633,15,30,30,UTM,NORTH_UP,GEOTIFF,14241,16061,Y,7121,8031,CUBIC_CONVOLUTION,2,7121,8031,,36,,LPGS_12.5.0,L7CPF20080401_20080630.15,,2014-12-13 10:55:56
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008066ASN00.jpg,LE71760362008066ASN00,LANDSAT_ETM_SLC_OFF,2008-03-06,2014-12-13,176,36,35.5214,32.2007,35.2197,34.2713,33.9141,31.7662,33.6182,33.7977,34.5729,33.0093,3,  31.78,  61.54,  38.95,  18.02,   8.62,DAY,DAY,42.7593575,142.6650848,ASN,2008:066:08:12:36.7020624,2008:066:08:13:03.4560624,9,9,L,L,L,H,L,H,L,L,L,LL,LL,LL,HH,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008066ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,111,4.145,2.75,3.101,15,30,30,UTM,NORTH_UP,GEOTIFF,14241,16061,Y,7121,8031,CUBIC_CONVOLUTION,2,7121,8031,,36,,LPGS_12.5.0,L7CPF20080301_20080331.13,,2014-12-13 10:48:05
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008034ASN00.jpg,LE71760362008034ASN00,LANDSAT_ETM_SLC_OFF,2008-02-03,2014-10-03,176,36,35.5445,32.1844,35.2419,34.2573,33.9374,31.7495,33.6405,33.7832,34.594,32.9932,0,   9.73,  19.38,  16.07,   3.43,   0.06,DAY,DAY,32.5919418,148.7074432,ASN,2008:034:08:12:45.8403750,2008:034:08:13:12.5943750,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008034ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,186,3.442,2.11,2.719,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16081,Y,7101,8041,CUBIC_CONVOLUTION,2,7101,8041,,36,,LPGS_12.5.0,L7CPF20080101_20080229.13,,2014-10-03 13:04:06
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2008/LE71760362008018ASN00.jpg,LE71760362008018ASN00,LANDSAT_ETM_SLC_OFF,2008-01-18,2014-09-29,176,36,35.5538,32.1748,35.2509,34.2481,33.9467,31.7394,33.6496,33.7736,34.6061,32.9846,0,   9.40,  20.35,  16.03,   0.45,   0.78,DAY,DAY,29.3589325,151.5894165,ASN,2008:018:08:12:47.7349374,2008:018:08:13:14.4890000,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362008018ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,191,3.473,2.446,2.465,15,30,30,UTM,NORTH_UP,GEOTIFF,14241,16061,Y,7121,8031,CUBIC_CONVOLUTION,2,7121,8031,,36,,LPGS_12.5.0,L7CPF20080101_20080229.13,,2014-09-29 19:15:16
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2007/LE71760362007351ASN00.jpg,LE71760362007351ASN00,LANDSAT_ETM_SLC_OFF,2007-12-17,2015-01-05,176,36,35.5787,32.1606,35.2762,34.2332,33.9715,31.7253,33.6748,33.7587,34.6296,32.9694,2,  21.04,  44.36,  37.07,   1.88,   0.83,DAY,DAY,28.1277294,156.2400208,ASN,2007:351:08:12:45.4391875,2007:351:08:13:12.1932500,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362007351ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,170,3.574,2.505,2.549,15,30,30,UTM,NORTH_UP,GEOTIFF,14261,16081,Y,7131,8041,CUBIC_CONVOLUTION,2,7131,8041,,36,,LPGS_12.5.0,L7CPF20071001_20071231.15,,2015-01-05 12:20:00
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2007/LE7176036000727150.jpg,LE71760362007271ASN00,LANDSAT_ETM_SLC_OFF,2007-09-28,2014-10-03,176,36,35.596,32.1417,35.2961,34.2162,33.9889,31.7097,33.6948,33.7451,34.6503,32.9538,0,   0.00,   0.00,   0.00,   0.00,   0.00,DAY,DAY,48.1722946,146.4425354,ASN,2007:271:08:12:12.0788124,2007:271:08:12:38.8328124,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362007271ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,152,4.361,2.996,3.169,15,30,30,UTM,NORTH_UP,GEOTIFF,14221,16061,Y,7111,8031,CUBIC_CONVOLUTION,2,7111,8031,,36,,LPGS_12.5.0,L7CPF20070701_20070930.15,,2014-10-03 12:55:24
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2007/LE7176036000725550.jpg,LE71760362007255ASN00,LANDSAT_ETM_SLC_OFF,2007-09-12,2015-01-05,176,36,35.5923,32.1531,35.2928,34.228,33.985,31.7218,33.6913,33.7575,34.644,32.9652,0,   1.23,   0.65,   3.15,   0.47,   0.65,DAY,DAY,52.8921661,139.7383575,ASN,2007:255:08:12:15.7868124,2007:255:08:12:42.5408124,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362007255ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,105,4.5,2.868,3.468,15,30,30,UTM,NORTH_UP,GEOTIFF,14181,16081,Y,7091,8041,CUBIC_CONVOLUTION,2,7091,8041,,36,,LPGS_12.5.0,L7CPF20070701_20070930.15,,2015-01-05 12:09:19
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2007/LE7176036000723950.jpg,LE71760362007239ASN00,LANDSAT_ETM_SLC_OFF,2007-08-27,2015-01-05,176,36,35.5842,32.1443,35.285,34.2187,33.9765,31.7129,33.683,33.7481,34.6353,32.956,0,   0.30,   0.86,   0.08,   0.02,   0.24,DAY,DAY,56.9731483,132.0180817,ASN,2007:239:08:12:23.6953750,2007:239:08:12:50.4493749,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362007239ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,113,4.57,3.402,3.052,15,30,30,UTM,NORTH_UP,GEOTIFF,14201,16061,Y,7101,8031,CUBIC_CONVOLUTION,2,7101,8031,,36,,LPGS_12.5.0,L7CPF20070701_20070930.15,,2015-01-05 12:22:25
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2007/LE7176036000714350.jpg,LE71760362007143ASN00,LANDSAT_ETM_SLC_OFF,2007-05-23,2015-01-05,176,36,35.52,32.1691,35.22,34.2417,33.9127,31.7377,33.6184,33.7712,34.5731,32.9805,0,   0.25,   0.70,   0.11,   0.02,   0.16,DAY,DAY,65.3633499,118.738739,ASN,2007:143:08:12:45.0490000,2007:143:08:13:11.8029375,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362007143ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,97,5.458,4.249,3.426,15,30,30,UTM,NORTH_UP,GEOTIFF,14221,16041,Y,7111,8021,CUBIC_CONVOLUTION,2,7111,8021,,36,,LPGS_12.5.0,L7CPF20070401_20070630.15,,2015-01-05 12:23:20
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2007/LE7176036000712750.jpg,LE71760362007127ASN00,LANDSAT_ETM_SLC_OFF,2007-05-07,2015-01-05,176,36,35.5154,32.1591,35.215,34.2314,33.9083,31.7273,33.6137,33.7606,34.5684,32.9706,0,   3.55,   0.89,   0.27,   0.22,  12.83,DAY,DAY,62.8421288,125.1976624,ASN,2007:127:08:12:51.7459375,2007:127:08:13:18.4999374,9,9,L,L,L,L,L,H,L,L,L,LL,LL,LL,LL,LL,LL,HH,LL,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362007127ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,127,4.528,3.061,3.337,15,30,30,UTM,NORTH_UP,GEOTIFF,14241,16061,Y,7121,8031,CUBIC_CONVOLUTION,2,7121,8031,,36,,LPGS_12.5.0,L7CPF20070401_20070630.15,,2015-01-05 12:20:50
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2007/LE7176036000703150.jpg,LE71760362007031ASN00,LANDSAT_ETM_SLC_OFF,2007-01-31,2015-01-05,176,36,35.5607,32.2201,35.2578,34.2933,33.9227,31.7765,33.6256,33.8098,34.5971,33.0252,2,  23.16,  25.47,  14.27,  49.18,   3.72,DAY,DAY,31.9384365,149.2480621,ASN,2007:031:08:12:46.4023749,2007:031:08:13:13.6748750,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362007031ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,129,2.768,1.576,2.275,15,30,30,UTM,NORTH_UP,GEOTIFF,14421,15801,Y,7211,7901,CUBIC_CONVOLUTION,2,7211,7901,,36,,LPGS_12.5.0,L7CPF20070101_20070331.08,,2015-01-05 12:40:19
Y,http://earthexplorer.usgs.gov/browse/etm/176/36/2007/LE7176036000701550.jpg,LE71760362007015ASN00,LANDSAT_ETM_SLC_OFF,2007-01-15,2015-01-05,176,36,35.5704,32.2314,35.2673,34.3048,33.9328,31.7888,33.6357,33.8224,34.6076,33.0374,1,  19.97,  22.05,  23.96,  15.14,  18.71,DAY,DAY,28.9750919,152.0842285,ASN,2007:015:08:12:39.0691875,2007:015:08:13:06.3386250,9,9,L,L,L,H,H,H,L,H,L,LL,LL,LL,HH,HH,LL,HH,HH,LL,L1T,http://earthexplorer.usgs.gov/order/process?dataset_name=LANDSAT_ETM_SLC_OFF&ordered=LE71760362007015ASN00,,WGS84,GLS2000,WGS84,DEFINITIVE,,,,169,3.666,2.408,2.764,15,30,30,UTM,NORTH_UP,GEOTIFF,14361,15841,Y,7181,7921,CUBIC_CONVOLUTION,2,7181,7921,,36,,LPGS_12.5.0,L7CPF20070101_20070331.08,,2015-01-05 12:35:02
